id,Title,Votes,Status,Types,Episodes,Score,Source,Members,Popularity,Favourites,Rating,Year,Season,Genres,Studios
5114,Fullmetal Alchemist: Brotherhood,1846307,finished_airing,tv,64,9.14,manga,2897486,3,202552,r,2009,spring,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Military', 'Shounen']",['Bones']
11061,Hunter x Hunter (2011),1488156,finished_airing,tv,148,9.05,manga,2387337,10,182740,pg_13,2011,fall,"['Action', 'Adventure', 'Fantasy', 'Shounen']","['Madhouse', 'Studio Live']"
9253,Steins;Gate,1240087,finished_airing,tv,24,9.08,visual_novel,2248209,13,171579,pg_13,2011,spring,"['Drama', 'Psychological', 'Sci-Fi', 'Suspense', 'Time Travel']",['White Fox']
21,One Piece,1076776,currently_airing,tv,,8.65,manga,1893379,26,167571,pg_13,1999,fall,"['Action', 'Adventure', 'Fantasy', 'Shounen']",['Toei Animation']
1535,Death Note,2426765,finished_airing,tv,37,8.62,manga,3421349,2,155891,r,2006,fall,"['Psychological', 'Shounen', 'Supernatural', 'Suspense']",['Madhouse']
16498,Shingeki no Kyojin,2459371,finished_airing,tv,25,8.53,manga,3438932,1,152655,r,2013,spring,"['Action', 'Drama', 'Gore', 'Military', 'Shounen', 'Survival']",['Wit Studio']
1575,Code Geass: Hangyaku no Lelouch,1255301,finished_airing,tv,25,8.7,original,1995638,17,99388,r,2006,fall,"['Action', 'Drama', 'Mecha', 'Military', 'School', 'Sci-Fi', 'Super Power']",['Sunrise']
1735,Naruto: Shippuuden,1427961,finished_airing,tv,500,8.24,manga,2126396,16,97728,pg_13,2007,winter,"['Action', 'Adventure', 'Fantasy', 'Martial Arts', 'Shounen']",['Pierrot']
30,Neon Genesis Evangelion,929469,finished_airing,tv,26,8.34,original,1559217,48,91211,pg_13,1995,fall,"['Action', 'Avant Garde', 'Drama', 'Mecha', 'Psychological', 'Sci-Fi']","['Gainax', 'Tatsunoko Production']"
32281,Kimi no Na wa.,1657208,finished_airing,movie,1,8.87,original,2367090,11,81809,pg_13,2016,summer,"['Drama', 'Romantic Subtext', 'Supernatural']",['CoMix Wave Films']
38000,Kimetsu no Yaiba,1702055,finished_airing,tv,26,8.55,manga,2451636,9,80819,r,2019,spring,"['Action', 'Fantasy', 'Historical', 'Shounen']",['ufotable']
23273,Shigatsu wa Kimi no Uso,1195488,finished_airing,tv,22,8.66,manga,1943194,21,79282,pg_13,2014,fall,"['Drama', 'Music', 'Romance', 'School', 'Shounen']",['A-1 Pictures']
28851,Koe no Katachi,1379970,finished_airing,movie,1,8.95,manga,1976332,19,76481,pg_13,2016,summer,"['Drama', 'Romantic Subtext', 'Shounen']",['Kyoto Animation']
2001,Tengen Toppa Gurren Lagann,820158,finished_airing,tv,27,8.63,original,1450899,59,72095,pg_13,2007,spring,"['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi']",['Gainax']
1,Cowboy Bebop,835165,finished_airing,tv,26,8.76,original,1621631,42,72020,r,1998,spring,"['Action', 'Adult Cast', 'Sci-Fi', 'Space']",['Sunrise']
2904,Code Geass: Hangyaku no Lelouch R2,1069943,finished_airing,tv,25,8.91,original,1573513,47,70819,r,2008,spring,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Super Power']",['Sunrise']
40748,Jujutsu Kaisen (TV),1218169,finished_airing,tv,24,8.68,manga,1879802,27,70624,r,2020,fall,"['Action', 'Fantasy', 'School', 'Shounen']",['MAPPA']
20,Naruto,1739950,finished_airing,tv,220,7.97,manga,2493784,8,70081,pg_13,2002,fall,"['Action', 'Adventure', 'Fantasy', 'Martial Arts', 'Shounen']",['Pierrot']
20583,Haikyuu!!,1067776,finished_airing,tv,25,8.45,manga,1703053,38,66540,pg_13,2014,spring,"['School', 'Shounen', 'Sports', 'Team Sports']",['Production I.G']
4181,Clannad: After Story,609997,finished_airing,tv,24,8.94,visual_novel,1082960,106,66472,pg_13,2008,fall,"['Drama', 'Romance', 'Supernatural']",['Kyoto Animation']
11757,Sword Art Online,1953941,finished_airing,tv,25,7.2,light_novel,2759746,5,64119,pg_13,2012,summer,"['Action', 'Adventure', 'Fantasy', 'Love Polygon', 'Romance', 'Video Game']",['A-1 Pictures']
31240,Re:Zero kara Hajimeru Isekai Seikatsu,1252559,finished_airing,tv,25,8.25,light_novel,1930743,23,61244,r,2016,spring,"['Drama', 'Fantasy', 'Isekai', 'Psychological', 'Suspense', 'Time Travel']",['White Fox']
269,Bleach,969544,finished_airing,tv,366,7.86,manga,1660575,40,59780,pg_13,2004,fall,"['Action', 'Adventure', 'Fantasy', 'Shounen']",['Pierrot']
30276,One Punch Man,1968535,finished_airing,tv,12,8.51,web_manga,2808004,4,58054,r,2015,fall,"['Action', 'Comedy', 'Parody', 'Seinen', 'Super Power']",['Madhouse']
918,Gintama,357641,finished_airing,tv,201,8.95,manga,947121,129,54692,pg_13,2006,spring,"['Action', 'Comedy', 'Gag Humor', 'Historical', 'Parody', 'Samurai', 'Sci-Fi', 'Shounen']",['Sunrise']
4224,Toradora!,1247610,finished_airing,tv,25,8.11,light_novel,1981359,18,53283,pg_13,2008,fall,"['Drama', 'Love Polygon', 'Romance', 'School']",['J.C.Staff']
31964,Boku no Hero Academia,1825944,finished_airing,tv,13,7.94,manga,2642758,6,51742,pg_13,2016,spring,"['Action', 'School', 'Shounen', 'Super Power']",['Bones']
33352,Violet Evergarden,822739,finished_airing,tv,13,8.67,light_novel,1512697,51,51653,pg_13,2018,winter,"['Drama', 'Fantasy', 'Slice of Life']",['Kyoto Animation']
38524,Shingeki no Kyojin Season 3 Part 2,1307575,finished_airing,tv,10,9.07,manga,1851743,28,51318,r,2019,spring,"['Action', 'Drama', 'Gore', 'Military', 'Shounen', 'Survival']",['Wit Studio']
40028,Shingeki no Kyojin: The Final Season,1059076,finished_airing,tv,16,8.84,manga,1600737,44,49971,r,2021,winter,"['Action', 'Drama', 'Gore', 'Military', 'Shounen', 'Survival']",['MAPPA']
9756,Mahou Shoujo Madoka★Magica,681219,finished_airing,tv,12,8.36,original,1155990,91,49216,pg_13,2011,winter,"['Drama', 'Mahou Shoujo', 'Psychological', 'Suspense']",['Shaft']
22319,Tokyo Ghoul,1670381,finished_airing,tv,12,7.8,manga,2499243,7,46573,r,2014,summer,"['Action', 'Fantasy', 'Gore', 'Horror', 'Psychological', 'Seinen']",['Pierrot']
6547,Angel Beats!,1188651,finished_airing,tv,13,8.08,original,1904627,24,46233,pg_13,2010,spring,"['Drama', 'School', 'Supernatural']",['P.A. Works']
5081,Bakemonogatari,676945,finished_airing,tv,15,8.34,light_novel,1281764,79,46223,r,2009,summer,"['Mystery', 'Romance', 'Supernatural', 'Vampire']",['Shaft']
19815,No Game No Life,1402414,finished_airing,tv,12,8.11,light_novel,2160196,15,46201,pg_13,2014,spring,"['Comedy', 'Ecchi', 'Fantasy', 'Isekai', 'Strategy Game']",['Madhouse']
6702,Fairy Tail,935579,finished_airing,tv,175,7.58,manga,1587557,46,43840,pg_13,2009,fall,"['Action', 'Adventure', 'Fantasy', 'Shounen']","['Satelight', 'A-1 Pictures']"
31043,Boku dake ga Inai Machi,1202570,finished_airing,tv,12,8.32,manga,1833961,32,43578,r,2016,winter,"['Mystery', 'Psychological', 'Seinen', 'Time Travel']",['A-1 Pictures']
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,938735,finished_airing,tv,13,8.27,light_novel,1468485,55,41762,pg_13,2018,fall,"['Comedy', 'Drama', 'Romance', 'School', 'Supernatural']",['CloverWorks']
30831,Kono Subarashii Sekai ni Shukufuku wo!,1119196,finished_airing,tv,10,8.12,light_novel,1704744,37,40825,pg_13,2016,winter,"['Adventure', 'Comedy', 'Fantasy', 'Isekai', 'Parody', 'Reincarnation']",['Studio Deen']
32182,Mob Psycho 100,1068881,finished_airing,tv,12,8.48,web_manga,1737862,36,38912,pg_13,2016,summer,"['Action', 'Comedy', 'Super Power', 'Supernatural']",['Bones']
19,Monster,306829,finished_airing,tv,74,8.83,manga,859035,153,38773,r+,2004,spring,"['Adult Cast', 'Drama', 'Mystery', 'Psychological', 'Seinen', 'Suspense']",['Madhouse']
34572,Black Clover,681393,finished_airing,tv,170,8.12,manga,1355220,70,37598,pg_13,2017,fall,"['Action', 'Comedy', 'Fantasy', 'Shounen']",['Pierrot']
34599,Made in Abyss,612620,finished_airing,tv,13,8.68,web_manga,1140024,93,37230,r,2017,summer,"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",['Kinema Citrus']
13601,Psycho-Pass,715378,finished_airing,tv,22,8.35,original,1468125,56,35860,r,2012,fall,"['Action', 'Adult Cast', 'Detective', 'Psychological', 'Sci-Fi', 'Suspense']",['Production I.G']
18679,Kill la Kill,867008,finished_airing,tv,24,8.05,original,1554482,50,35073,pg_13,2013,fall,"['Action', 'Comedy', 'Ecchi', 'School', 'Super Power']",['Trigger']
31933,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,646268,finished_airing,tv,39,8.5,manga,939474,132,34475,r,2016,spring,"['Action', 'Adventure', 'Comedy', 'Drama', 'Shounen', 'Supernatural']",['David Production']
37999,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,903559,finished_airing,tv,12,8.4,manga,1429293,61,33471,pg_13,2019,winter,"['Comedy', 'Psychological', 'Romantic Subtext', 'School', 'Seinen']",['A-1 Pictures']
205,Samurai Champloo,575113,finished_airing,tv,26,8.5,original,1104829,100,33421,r,2004,spring,"['Action', 'Adventure', 'Comedy', 'Historical', 'Samurai', 'Shounen']",['Manglobe']
14719,JoJo no Kimyou na Bouken (TV),914361,finished_airing,tv,26,7.92,manga,1415419,64,33104,r,2012,fall,"['Action', 'Adventure', 'Shounen', 'Supernatural', 'Vampire']",['David Production']
813,Dragon Ball Z,764731,finished_airing,tv,291,8.15,manga,1097944,102,33073,pg_13,1989,spring,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']",['Toei Animation']
37521,Vinland Saga,602015,finished_airing,tv,24,8.73,manga,1105223,99,32867,r,2019,summer,"['Action', 'Adventure', 'Drama', 'Historical', 'Seinen']",['Wit Studio']
10087,Fate/Zero,781988,finished_airing,tv,13,8.29,light_novel,1357833,68,32112,r,2011,fall,"['Action', 'Fantasy', 'Supernatural']",['ufotable']
9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,902362,finished_airing,tv,11,8.33,original,1463553,57,31476,pg_13,2011,spring,"['Drama', 'Slice of Life', 'Supernatural']",['A-1 Pictures']
37779,Yakusoku no Neverland,1113640,finished_airing,tv,12,8.54,manga,1695105,39,31255,r,2019,winter,"['Mystery', 'Psychological', 'Sci-Fi', 'Shounen', 'Survival', 'Suspense']",['CloverWorks']
22535,Kiseijuu: Sei no Kakuritsu,1021840,finished_airing,tv,24,8.35,manga,1639458,41,31242,r,2014,fall,"['Action', 'Gore', 'Horror', 'Psychological', 'Sci-Fi', 'Seinen']",['Madhouse']
20507,Noragami,1154445,finished_airing,tv,12,7.97,manga,1939713,22,31125,pg_13,2014,winter,"['Action', 'Fantasy', 'Mythology', 'Shounen']",['Bones']
853,Ouran Koukou Host Club,617967,finished_airing,tv,26,8.16,manga,1013089,119,31019,pg_13,2006,spring,"['Comedy', 'Crossdressing', 'Reverse Harem', 'Romance', 'School', 'Shoujo']",['Bones']
10620,Mirai Nikki (TV),1119217,finished_airing,tv,26,7.45,manga,1837954,31,29250,r+,2011,fall,"['Action', 'Gore', 'High Stakes Game', 'Psychological', 'Shounen', 'Supernatural', 'Survival', 'Suspense']",['asread.']
6746,Durarara!!,624353,finished_airing,tv,24,8.12,light_novel,1293260,78,29146,r,2010,winter,"['Action', 'Mystery', 'Supernatural']","[""Brain's Base""]"
35849,Darling in the FranXX,886427,finished_airing,tv,24,7.23,original,1425590,62,29046,pg_13,2018,winter,"['Action', 'Drama', 'Mecha', 'Romance', 'Sci-Fi']","['A-1 Pictures', 'Trigger', 'CloverWorks']"
37510,Mob Psycho 100 II,780898,finished_airing,tv,13,8.81,web_manga,1242093,84,28705,pg_13,2019,winter,"['Action', 'Comedy', 'Super Power', 'Supernatural']",['Bones']
199,Sen to Chihiro no Kamikakushi,1137833,finished_airing,movie,1,8.78,original,1616877,43,28493,pg,2001,summer,"['Adventure', 'Award Winning', 'Mythology', 'Supernatural']",['Studio Ghibli']
37991,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,559821,finished_airing,tv,39,8.58,manga,844456,159,27357,r,2018,fall,"['Action', 'Adventure', 'Organized Crime', 'Shounen']",['David Production']
42897,Horimiya,618776,finished_airing,tv,13,8.21,manga,1037388,112,27199,pg_13,2021,winter,"['Romance', 'School', 'Shounen']",['CloverWorks']
227,FLCL,393763,finished_airing,ova,6,8.03,original,732248,211,26789,pg_13,2000,spring,"['Action', 'Avant Garde', 'Comedy', 'Mecha', 'Parody', 'Psychological', 'Sci-Fi']","['Gainax', 'Production I.G']"
24833,Ansatsu Kyoushitsu,1035385,finished_airing,tv,22,8.1,manga,1742520,35,26761,pg_13,2015,winter,"['Action', 'Comedy', 'School', 'Shounen']",['Lerche']
14813,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,760466,finished_airing,tv,13,8.02,light_novel,1264315,82,26482,pg_13,2013,spring,"['Comedy', 'Love Polygon', 'Romance', 'School']","[""Brain's Base""]"
2167,Clannad,705325,finished_airing,tv,23,8.01,visual_novel,1300065,77,26465,pg_13,2007,fall,"['Drama', 'Romance', 'School', 'Supernatural']",['Kyoto Animation']
36649,Banana Fish,309982,finished_airing,tv,24,8.5,manga,716883,221,26444,r,2018,summer,"['Action', 'Adventure', 'Delinquents', 'Drama', 'Shoujo']",['MAPPA']
22199,Akame ga Kill!,1170644,finished_airing,tv,24,7.47,manga,1849454,29,26237,r,2014,summer,"['Action', 'Fantasy', 'Gore', 'Shounen', 'Super Power']",['White Fox']
48583,Shingeki no Kyojin: The Final Season Part 2,435230,finished_airing,tv,12,8.84,manga,874105,149,26065,r,2022,winter,"['Action', 'Drama', 'Gore', 'Military', 'Shounen', 'Survival']",['MAPPA']
13759,Sakura-sou no Pet na Kanojo,652000,finished_airing,tv,24,8.11,light_novel,1135610,94,25706,pg_13,2012,fall,"['Drama', 'Romance', 'School', 'Visual Arts']",['J.C.Staff']
28223,Death Parade,895594,finished_airing,tv,12,8.17,original,1557118,49,25691,r,2015,winter,"['Adult Cast', 'Drama', 'High Stakes Game', 'Psychological', 'Supernatural', 'Suspense']",['Madhouse']
35790,Tate no Yuusha no Nariagari,840594,finished_airing,tv,25,8.02,light_novel,1341944,74,25372,pg_13,2019,winter,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Isekai']",['Kinema Citrus']
12189,Hyouka,573208,finished_airing,tv,22,8.09,novel,1217898,87,24878,pg_13,2012,spring,"['Mystery', 'School', 'Slice of Life']",['Kyoto Animation']
33255,Saiki Kusuo no Ψ-nan,516498,finished_airing,tv,120,8.43,manga,923455,137,24635,pg_13,2016,summer,"['Comedy', 'Gag Humor', 'School', 'Shounen', 'Supernatural']","['J.C.Staff', 'Egg Firm']"
121,Fullmetal Alchemist,831641,finished_airing,tv,51,8.12,manga,1354228,71,24625,r,2003,fall,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Military', 'Shounen']",['Bones']
457,Mushishi,254172,finished_airing,tv,26,8.67,manga,742263,202,24608,pg_13,2005,fall,"['Adult Cast', 'Adventure', 'Fantasy', 'Historical', 'Iyashikei', 'Mystery', 'Seinen', 'Slice of Life', 'Supernatural']",['Artland']
32,Neon Genesis Evangelion: The End of Evangelion,528232,finished_airing,movie,1,8.55,original,792318,173,24383,r+,1997,summer,"['Avant Garde', 'Drama', 'Mecha', 'Psychological', 'Sci-Fi']","['Gainax', 'Production I.G']"
3588,Soul Eater,776686,finished_airing,tv,51,7.84,manga,1469375,54,24190,pg_13,2008,spring,"['Action', 'Comedy', 'Fantasy', 'Shounen', 'Supernatural']",['Bones']
50265,Spy x Family,257960,currently_airing,tv,12,9.01,manga,786158,178,24114,pg_13,2022,spring,"['Action', 'Childcare', 'Comedy', 'Shounen']","['Wit Studio', 'CloverWorks']"
38691,Dr. Stone,877781,finished_airing,tv,24,8.3,manga,1447117,60,23901,pg_13,2019,summer,"['Adventure', 'Comedy', 'Sci-Fi', 'Shounen', 'Survival', 'Time Travel']",['TMS Entertainment']
37430,Tensei shitara Slime Datta Ken,719188,finished_airing,tv,24,8.13,manga,1173023,89,23816,pg_13,2018,fall,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Isekai', 'Mythology', 'Reincarnation']",['8bit']
431,Howl no Ugoku Shiro,784975,finished_airing,movie,1,8.66,novel,1133682,95,23569,g,2004,fall,"['Adventure', 'Drama', 'Fantasy', 'Romance']",['Studio Ghibli']
1210,NHK ni Youkoso!,301013,finished_airing,tv,24,8.32,novel,652786,245,23493,r+,2006,summer,"['Comedy', 'Drama', 'Otaku Culture', 'Psychological', 'Romance']",['Gonzo']
877,Nana,211005,finished_airing,tv,47,8.52,manga,551876,328,23329,r+,2006,spring,"['Adult Cast', 'Drama', 'Love Polygon', 'Music', 'Romance', 'Shoujo', 'Slice of Life']",['Madhouse']
245,Great Teacher Onizuka,361605,finished_airing,tv,43,8.69,manga,727621,215,23295,r,1999,summer,"['Comedy', 'Delinquents', 'Drama', 'School', 'Shounen', 'Workplace']",['Pierrot']
28171,Shokugeki no Souma,912271,finished_airing,tv,24,8.18,manga,1483913,53,22947,pg_13,2015,spring,"['Ecchi', 'Gourmet', 'School', 'Shounen']",['J.C.Staff']
42249,Tokyo Revengers,508599,finished_airing,tv,24,8.12,manga,949526,125,22906,r,2021,spring,"['Action', 'Delinquents', 'Drama', 'School', 'Shounen', 'Supernatural', 'Time Travel']",['LIDENFILMS']
39535,Mushoku Tensei: Isekai Ittara Honki Dasu,576969,finished_airing,tv,11,8.37,light_novel,946173,130,22723,r,2021,winter,"['Drama', 'Ecchi', 'Fantasy', 'Isekai', 'Reincarnation']",['Studio Bind']
226,Elfen Lied,814450,finished_airing,tv,13,7.5,manga,1384961,66,22613,r+,2004,summer,"['Action', 'Drama', 'Gore', 'Horror', 'Psychological', 'Romance', 'Seinen', 'Supernatural']",['Arms']
33,Kenpuu Denki Berserk,289902,finished_airing,tv,25,8.54,manga,541814,333,22346,r+,1997,fall,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Gore', 'Horror', 'Military', 'Mythology', 'Seinen', 'Supernatural']",['OLM']
17074,Monogatari Series: Second Season,328488,finished_airing,tv,26,8.77,light_novel,611933,274,22338,r,2013,summer,"['Comedy', 'Mystery', 'Romance', 'Supernatural', 'Vampire']",['Shaft']
2251,Baccano!,356049,finished_airing,tv,13,8.38,light_novel,832023,162,22298,r,2007,summer,"['Action', 'Comedy', 'Historical', 'Mystery', 'Organized Crime', 'Supernatural']","[""Brain's Base""]"
29803,Overlord,814998,finished_airing,tv,13,7.92,light_novel,1353134,73,22208,r,2015,summer,"['Action', 'Adventure', 'Fantasy', 'Isekai', 'Supernatural', 'Video Game']",['Madhouse']
31478,Bungou Stray Dogs,584143,finished_airing,tv,12,7.82,manga,1149153,92,22087,r,2016,spring,"['Action', 'Comedy', 'Mystery', 'Seinen', 'Super Power', 'Supernatural']",['Bones']
339,Serial Experiments Lain,247382,finished_airing,tv,13,8.07,original,639539,258,22037,r,1998,summer,"['Avant Garde', 'Drama', 'Mystery', 'Psychological', 'Sci-Fi', 'Supernatural']",['Triangle Staff']
5680,K-On!,522801,finished_airing,tv,13,7.85,4_koma_manga,951085,124,21830,pg_13,2009,spring,"['CGDCT', 'Comedy', 'Music', 'School']",['Kyoto Animation']
4898,Kuroshitsuji,561072,finished_airing,tv,24,7.68,manga,1069960,107,21273,r,2008,fall,"['Action', 'Comedy', 'Historical', 'Mystery', 'Mythology', 'Shounen', 'Supernatural']",['A-1 Pictures']
13125,Shinsekai yori,259380,finished_airing,tv,25,8.3,novel,717716,220,21175,r,2012,fall,"['Drama', 'Horror', 'Mystery', 'Psychological', 'Sci-Fi', 'Supernatural']",['A-1 Pictures']
7054,Kaichou wa Maid-sama!,664863,finished_airing,tv,26,8.02,manga,1124577,97,21108,pg_13,2010,spring,"['Comedy', 'Romance', 'School', 'Shoujo']",['J.C.Staff']
10165,Nichijou,325490,finished_airing,tv,26,8.46,manga,789966,175,20874,pg_13,2011,spring,"['Comedy', 'Gag Humor', 'School', 'Shounen']",['Kyoto Animation']
11617,High School DxD,815608,finished_airing,tv,12,7.35,light_novel,1273688,81,20784,r+,2012,winter,"['Comedy', 'Ecchi', 'Harem', 'Mythology', 'Romance', 'School']",['TNK']
28999,Charlotte,871020,finished_airing,tv,13,7.75,original,1413818,65,20723,pg_13,2015,summer,"['Drama', 'School', 'Super Power']",['P.A. Works']
35120,Devilman: Crybaby,592600,finished_airing,ona,10,7.77,manga,966996,122,20489,r+,2018,winter,"['Action', 'Avant Garde', 'Gore', 'Horror', 'Mythology', 'Supernatural']",['Science SARU']
23283,Zankyou no Terror,554048,finished_airing,tv,11,8.1,original,1030124,113,20167,r,2014,summer,"['Mystery', 'Psychological', 'Suspense']",['MAPPA']
47778,Kimetsu no Yaiba: Yuukaku-hen,528794,finished_airing,tv,11,8.87,manga,897417,145,19975,r,2022,winter,"['Action', 'Fantasy', 'Historical', 'Shounen']",['ufotable']
392,Yuu☆Yuu☆Hakusho,293685,finished_airing,tv,112,8.45,manga,600546,282,19868,pg_13,1992,fall,"['Action', 'Comedy', 'Martial Arts', 'Mythology', 'Shounen', 'Supernatural']",['Pierrot']
25777,Shingeki no Kyojin Season 2,1602279,finished_airing,tv,12,8.5,manga,2328332,12,19818,r,2017,spring,"['Action', 'Drama', 'Gore', 'Military', 'Shounen', 'Survival']",['Wit Studio']
934,Higurashi no Naku Koro ni,364445,finished_airing,tv,26,7.9,visual_novel,738131,204,19810,r,2006,spring,"['Gore', 'Horror', 'Mystery', 'Psychological', 'Supernatural', 'Suspense']",['Studio Deen']
11771,Kuroko no Basket,631106,finished_airing,tv,25,8.08,manga,1064195,108,19713,pg_13,2012,spring,"['School', 'Shounen', 'Sports', 'Team Sports']",['Production I.G']
777,Hellsing Ultimate,430031,finished_airing,ova,10,8.36,manga,821459,167,19392,r,2006,winter,"['Action', 'Adult Cast', 'Gore', 'Horror', 'Military', 'Seinen', 'Supernatural', 'Vampire']","['Madhouse', 'Satelight', 'Graphinica']"
11741,Fate/Zero 2nd Season,643520,finished_airing,tv,12,8.56,light_novel,1006683,120,19379,r,2012,spring,"['Action', 'Fantasy', 'Supernatural']",['ufotable']
32995,Yuri!!! on Ice,477717,finished_airing,tv,12,7.91,original,788832,176,19247,pg_13,2016,fall,['Sports'],['MAPPA']
40591,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,688500,finished_airing,tv,12,8.65,manga,1086015,105,19088,pg_13,2020,spring,"['Comedy', 'Psychological', 'Romantic Subtext', 'School', 'Seinen']",['A-1 Pictures']
20899,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,729846,finished_airing,tv,24,8.1,manga,1027000,114,18918,r,2014,spring,"['Action', 'Adventure', 'Drama', 'Shounen', 'Supernatural']",['David Production']
164,Mononoke Hime,711739,finished_airing,movie,1,8.68,original,1099623,101,18841,pg_13,1997,summer,"['Action', 'Adventure', 'Fantasy']",['Studio Ghibli']
23755,Nanatsu no Taizai,1210539,finished_airing,tv,24,7.71,manga,1839642,30,18829,pg_13,2014,fall,"['Action', 'Adventure', 'Fantasy', 'Shounen']",['A-1 Pictures']
35760,Shingeki no Kyojin Season 3,1345987,finished_airing,tv,12,8.62,manga,1972077,20,18531,r,2018,summer,"['Action', 'Drama', 'Gore', 'Military', 'Shounen', 'Survival']",['Wit Studio']
26055,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,667241,finished_airing,tv,24,8.44,manga,936801,134,18145,r,2015,winter,"['Action', 'Adventure', 'Drama', 'Shounen', 'Supernatural']",['David Production']
263,Hajime no Ippo,238430,finished_airing,tv,75,8.74,manga,483960,375,17663,pg_13,2000,fall,"['Combat Sports', 'Shounen', 'Sports']",['Madhouse']
36098,Kimi no Suizou wo Tabetai,464093,finished_airing,movie,1,8.57,novel,773507,184,17266,pg_13,2018,summer,"['Drama', 'Romance', 'Slice of Life']",['Studio VOLN']
33486,Boku no Hero Academia 2nd Season,1531693,finished_airing,tv,25,8.16,manga,2215585,14,17122,pg_13,2017,spring,"['Action', 'School', 'Shounen', 'Super Power']",['Bones']
2966,Ookami to Koushinryou,362443,finished_airing,tv,13,8.24,light_novel,743843,200,16979,pg_13,2008,winter,"['Adult Cast', 'Adventure', 'Fantasy', 'Historical', 'Romance']",['Imagin']
37520,Dororo,520542,finished_airing,tv,24,8.23,manga,1016910,117,16882,r,2019,winter,"['Action', 'Adventure', 'Historical', 'Mythology', 'Samurai', 'Shounen', 'Supernatural']","['Tezuka Productions', 'MAPPA']"
249,InuYasha,356778,finished_airing,tv,167,7.85,manga,714426,222,16678,pg_13,2000,fall,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Historical', 'Mythology', 'Romance', 'Shounen', 'Supernatural', 'Time Travel']",['Sunrise']
14741,Chuunibyou demo Koi ga Shitai!,708633,finished_airing,tv,12,7.72,light_novel,1220453,86,16652,pg_13,2012,fall,"['Comedy', 'Romance', 'School']",['Kyoto Animation']
10793,Guilty Crown,595847,finished_airing,tv,22,7.44,original,1122117,98,16553,r,2011,fall,"['Action', 'Drama', 'Mecha', 'Romantic Subtext', 'Sci-Fi', 'Super Power']",['Production I.G']
30654,Ansatsu Kyoushitsu 2nd Season,774237,finished_airing,tv,25,8.51,manga,1239162,85,16538,pg_13,2016,winter,"['Action', 'Comedy', 'School', 'Shounen']",['Lerche']
7785,Yojouhan Shinwa Taikei,128499,finished_airing,tv,11,8.57,novel,393275,471,16467,r,2010,spring,"['Comedy', 'Mystery', 'Psychological', 'Romance', 'Time Travel']",['Madhouse']
42938,Fruits Basket: The Final,169948,finished_airing,tv,13,9.03,manga,352237,534,16291,pg_13,2021,spring,"['Drama', 'Romance', 'Shoujo', 'Supernatural']",['TMS Entertainment']
37105,Grand Blue,347639,finished_airing,tv,12,8.43,manga,643389,252,16249,pg_13,2018,summer,"['Comedy', 'Seinen']",['Zero-G']
33206,Kobayashi-san Chi no Maid Dragon,661534,finished_airing,tv,13,7.99,manga,1089444,104,16129,pg_13,2017,winter,"['Fantasy', 'Slice of Life']",['Kyoto Animation']
9919,Ao no Exorcist,1058847,finished_airing,tv,25,7.52,manga,1742625,34,16047,pg_13,2011,spring,"['Action', 'Fantasy', 'Mythology', 'School', 'Shounen']",['A-1 Pictures']
11111,Another,902322,finished_airing,tv,12,7.49,light_novel,1501712,52,16030,r,2012,winter,"['Gore', 'Horror', 'Mystery', 'School', 'Supernatural', 'Suspense']",['P.A. Works']
889,Black Lagoon,434510,finished_airing,tv,12,8.03,manga,878321,148,15900,r,2006,spring,"['Action', 'Adult Cast', 'Organized Crime', 'Seinen']",['Madhouse']
2025,Darker than Black: Kuro no Keiyakusha,412512,finished_airing,tv,25,8.08,original,866180,152,15897,r,2007,spring,"['Action', 'Mystery', 'Sci-Fi', 'Super Power']",['Bones']
1604,Katekyo Hitman Reborn!,246981,finished_airing,tv,203,8.14,manga,520596,347,15396,pg_13,2006,fall,"['Action', 'Comedy', 'Organized Crime', 'Shounen', 'Super Power']",['Artland']
23847,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,612356,finished_airing,tv,13,8.23,light_novel,936910,133,15376,pg_13,2015,spring,"['Comedy', 'Love Polygon', 'Romance', 'School']",['feel.']
