id,Title,Votes,Status,Types,Episodes,Score,Source,Members,Popularity,Favourites,Rating,Year,Season,Genres,Studios
37826,Osake wa Fuufu ni Natte kara: Yuzu Atsukan,13772,finished_airing,ona,1,7.07,web_manga,28759,3578,18,pg_13,2018,fall,"['Comedy', 'Gourmet', 'Romance', 'Slice of Life']",['Creators in Pack']
15813,Majokko Shimai no Yoyo to Nene,5902,finished_airing,movie,1,7.39,manga,16488,4585,18,g,2013,fall,['Fantasy'],['ufotable']
21189,"Wake Up, Girls! Shichinin no Idol",11832,finished_airing,movie,1,7.16,original,22356,4023,18,pg_13,2014,winter,"['Drama', 'Idols (Female)', 'Music']","['Tatsunoko Production', 'Ordet']"
454,.hack//Gift,9485,finished_airing,ova,1,6.12,original,20047,4207,18,r+,2003,fall,"['Comedy', 'Fantasy', 'Video Game']",['Bee Train']
9931,Happy Birthday: Inochi Kagayaku Toki,1245,finished_airing,movie,1,7.14,book,3523,8403,18,g,1999,summer,"['Drama', 'Iyashikei', 'Kids', 'Slice of Life']",['Magic Bus']
33740,Katekyo Hitman Reborn! x ēlDLIVE Special,3085,finished_airing,special,1,6.75,original,9305,5757,18,pg_13,2016,summer,"['Shounen', 'Super Power']",['Artland']
42959,Yatogame-chan Kansatsu Nikki Sansatsume,4729,finished_airing,tv,12,6.37,4_koma_manga,12627,5105,18,pg_13,2021,winter,"['Comedy', 'School', 'Shounen', 'Slice of Life']","['Creators in Pack', 'LEVELS']"
37589,Ano Hi no Kanojo-tachi,1561,finished_airing,ona,8,6.66,original,5559,7083,18,g,2018,winter,"['Idols (Female)', 'Slice of Life']",['CloverWorks']
38357,Majimoji Rurumo: Kanketsu-hen,3587,finished_airing,ova,2,7.41,manga,8116,6102,18,pg_13,2019,summer,"['Ecchi', 'Fantasy', 'Romance', 'Shounen']",['J.C.Staff']
32982,Imakara Atashi......,2133,finished_airing,ova,2,6.22,manga,5007,7408,18,rx,2016,summer,['Hentai'],['BreakBottle']
33240,Koneko no Chi: Ponponra Daibouken,1828,finished_airing,tv,51,6.83,manga,6721,6569,18,g,2016,fall,"['Pets', 'Slice of Life']",['Marza Animation Planet']
41688,Toutotsu ni Egypt Shin,2425,finished_airing,ona,10,6.55,other,5439,7139,18,g,2020,fall,"['Comedy', 'Fantasy', 'Slice of Life']",['Typhoon Graphics']
22745,Brothers Conflict: Setsubou,10080,finished_airing,special,1,6.49,novel,21058,4126,18,pg_13,2014,winter,"['Reverse Harem', 'Romance', 'Shoujo']","[""Brain's Base""]"
48859,Pretty All Friends Selection,125,finished_airing,tv,16,,game,1701,10359,18,pg,2021,summer,"['Comedy', 'Idols (Female)', 'Music', 'Shoujo', 'Slice of Life']",
15325,"Dakara Boku wa, H ga Dekinai. Recap",11424,finished_airing,special,1,6.47,light_novel,25253,3805,18,r+,2012,summer,"['Comedy', 'Ecchi', 'Romance', 'Supernatural']",['feel.']
24029,Shijou Saikyou no Deshi Kenichi Specials,4471,finished_airing,special,4,7.27,manga,11658,5262,18,r+,2013,fall,"['Action', 'Comedy', 'Martial Arts', 'School', 'Shounen']","[""Brain's Base""]"
1502,Mahou Shoujo Pretty Sammy (1996),2078,finished_airing,tv,26,6.82,,6994,6463,18,pg,1996,fall,"['Comedy', 'Fantasy', 'Mahou Shoujo', 'Parody', 'Seinen']",['AIC']
11487,Sekiranun Graffiti,3942,finished_airing,music,1,6.93,game,6490,6673,18,g,2011,summer,['Music'],['Studio Deen']
736,Keiraku no Houteishiki Level-C,7583,finished_airing,ova,1,5.84,manga,14391,4841,18,rx,1995,summer,"['Boys Love', 'Drama', 'Hentai']",['J.C.Staff']
51680,Cool Doji Danshi,,not_yet_aired,tv,,,manga,3989,8086,18,,2022,fall,['Comedy'],['Pierrot']
484,Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,4234,finished_airing,movie,1,7.33,manga,9312,5752,18,pg_13,2001,summer,"['Adventure', 'Mythology', 'Shounen', 'Supernatural']",['Pierrot']
6635,Ayatsuri Haramase DreamNote,2759,finished_airing,ova,2,6.13,visual_novel,7650,6251,18,rx,2009,summer,['Hentai'],['Schoolzone']
2284,Transformers: Car Robots,2368,finished_airing,tv,39,6.56,,4607,7662,18,pg,2000,spring,"['Adventure', 'Comedy', 'Mecha', 'Sci-Fi', 'Shounen']",['Gallop']
2796,Afro-Ken,1848,finished_airing,ova,1,5.17,other,3256,8594,18,g,2001,spring,"['Comedy', 'Kids']",
34030,Bokura no Sex,2704,finished_airing,ova,2,6.51,manga,6767,6548,18,rx,2016,fall,['Hentai'],['Queen Bee']
6383,Chargeman Ken!,1257,finished_airing,tv,65,4.69,original,3473,8445,18,pg,1974,spring,"['Action', 'Adventure', 'Sci-Fi', 'Shounen']",['Knack Productions']
38897,Fate/kaleid liner Prisma☆Illya: Prisma☆Phantasm,5427,finished_airing,movie,1,6.57,manga,17795,4450,18,pg_13,2019,spring,"['Action', 'Comedy', 'Mahou Shoujo', 'Strategy Game']",['SILVER LINK.']
2810,Anime Himitsu no Hanazono,2361,finished_airing,tv,39,7.08,book,5222,7262,18,g,1991,spring,"['Drama', 'Historical', 'Kids', 'Shoujo']",['Gakken']
3579,Getter Robo,1711,finished_airing,tv,51,6.75,manga,7024,6453,18,pg_13,1974,spring,"['Action', 'Mecha', 'Sci-Fi', 'Shounen']",['Toei Animation']
771,Ginyuu Mokushiroku Meine Liebe Wieder,2255,finished_airing,tv,13,6.66,visual_novel,7075,6437,17,pg_13,2006,winter,"['Drama', 'Fantasy', 'Shoujo']",['Bee Train']
2819,Dragon Quest: Yuusha Abel Densetsu,1376,finished_airing,tv,43,6.83,game,5600,7064,17,g,1990,winter,"['Action', 'Adventure', 'Fantasy', 'Shounen']","['Pierrot', 'Studio Comet']"
38915,Kyochuu Rettou,6688,finished_airing,ova,1,4.39,manga,16270,4610,17,r+,2019,spring,"['Gore', 'Horror', 'Survival']",['Passione']
3076,Bishoujo Senshi Sailor Moon SuperS Specials,9218,finished_airing,special,3,7.38,manga,21740,4080,17,pg_13,1995,spring,"['Mahou Shoujo', 'Romance', 'Shoujo']",['Toei Animation']
1286,MD Geist II: Death Force,4346,finished_airing,ova,1,5.02,original,7546,6289,17,r+,1996,winter,"['Action', 'Mecha', 'Military', 'Sci-Fi']",['Zero-G Room']
45574,Holy Knight Light,1573,finished_airing,ona,1,7.2,game,2665,9140,17,pg_13,2020,fall,"['Action', 'Fantasy']",['Yostar Pictures']
1799,Fatal Fury: Legend of the Hungry Wolf,5407,finished_airing,special,1,6.41,game,9696,5653,17,pg_13,1992,fall,"['Action', 'Adventure', 'Drama', 'Martial Arts', 'Romance', 'Shounen']",['Studio Comet']
8456,Queen's Blade: Utsukushiki Toushi-tachi,7376,finished_airing,ova,6,6.55,other,20259,4191,17,r+,2010,summer,"['Action', 'Adventure', 'Ecchi', 'Fantasy']",['Arms']
15881,Oniichan dakedo Ai sae Areba Kankeinai yo ne! Specials,15651,finished_airing,special,6,6.22,,35860,3195,17,r+,2012,fall,"['Comedy', 'Ecchi']",['SILVER LINK.']
1290,WXIII Kidou Keisatsu Patlabor,5140,finished_airing,movie,1,6.7,original,10802,5426,17,r,2002,winter,"['Detective', 'Mecha', 'Sci-Fi']",['Madhouse']
6154,Saint Seiya: Meiou Hades Juuni Kyuu-hen - Yomigaerishi Gold Saint-tachi no Shinwa,4391,finished_airing,special,2,7.68,,9473,5717,17,pg_13,,,"['Adventure', 'Sci-Fi', 'Shounen']",['Toei Animation']
9487,Hitou Meguri Kakure Yu,2678,finished_airing,ova,2,6.01,visual_novel,7803,6191,17,rx,2010,fall,['Hentai'],['Kantou Douga Kai']
18959,Waisetsu Missile The Animation,2752,finished_airing,ova,1,6.28,manga,6410,6709,17,rx,2013,summer,['Hentai'],['Office Takeout']
35602,Tsuki ga Kirei: Michinori,8829,finished_airing,special,1,6.63,original,17566,4477,17,pg_13,2017,spring,"['Romance', 'School']",['feel.']
21013,Marvel Disk Wars: The Avengers,2559,finished_airing,tv,51,5.8,,8029,6120,17,pg,2014,spring,"['Action', 'Kids', 'Super Power']",['Toei Animation']
18455,M Ogui: Last Order,2978,finished_airing,ova,1,6.41,manga,6258,6762,17,rx,2013,spring,['Hentai'],
792,Ranma ½: Kessen Tougenkyou! Hanayome wo Torimodose!,10486,finished_airing,movie,1,7.42,manga,19482,4265,17,pg_13,1992,summer,"['Adventure', 'Comedy', 'Magical Sex Shift', 'Shounen']",['Studio Deen']
18713,Haiyore! Nyaruko-san: Yasashii Teki no Shitome-kata,14645,finished_airing,ova,1,7.11,light_novel,29982,3503,17,pg_13,2012,fall,"['Comedy', 'Parody', 'Sci-Fi']",['Xebec']
3354,Zombie-Loan Specials,14778,finished_airing,special,2,7.02,manga,27742,3645,17,pg_13,2008,spring,"['Action', 'Horror', 'Shounen', 'Supernatural']",['Xebec']
5658,Great Mazinger,1935,finished_airing,tv,56,7.07,manga,5117,7333,17,pg_13,1974,fall,"['Action', 'Mecha', 'Sci-Fi', 'Shounen']",['Toei Animation']
26395,Teekyuu 4,11547,finished_airing,tv,12,6.68,manga,20615,4160,17,pg_13,2015,spring,"['Comedy', 'Shounen']",['Millepensee']
33564,Armed Blue Gunvolt,2137,finished_airing,ova,1,5.63,game,7717,6220,17,pg_13,2017,winter,"['Action', 'Sci-Fi', 'Super Power']",['LandQ studios']
5155,Genji Monogatari Sennenki,3404,finished_airing,tv,11,6.9,novel,13559,4943,17,r+,2009,winter,"['Drama', 'Historical', 'Romance']","['TMS Entertainment', 'Tezuka Productions']"
1572,Jungle Taitei,2720,finished_airing,tv,52,6.61,manga,7151,6417,17,g,1965,fall,"['Adventure', 'Kids', 'Shounen']",['Mushi Production']
32039,Show By Rock!! Short!!,4808,finished_airing,tv,12,6.45,game,12914,5064,17,pg_13,2016,summer,"['Comedy', 'Music']",['Bones']
3626,Mobile Suit Gundam Wing: Operation Meteor,3701,finished_airing,ova,4,7.42,original,10497,5476,17,pg_13,1996,spring,"['Action', 'Adventure', 'Drama', 'Mecha', 'Military', 'Psychological', 'Sci-Fi', 'Space']",['Sunrise']
47917,Bocchi the Rock!,1,not_yet_aired,tv,,,4_koma_manga,6527,6659,17,pg_13,,,"['CGDCT', 'Comedy', 'Music', 'Slice of Life']",['CloverWorks']
42798,Sayonara Watashi no Cramer Movie: First Touch,3083,finished_airing,movie,1,7.15,manga,9409,5728,17,,2021,spring,"['Romance', 'School', 'Shounen', 'Sports', 'Team Sports']",['LIDENFILMS']
36655,Souten no Ken: Regenesis,3181,finished_airing,ona,12,5.67,manga,10430,5489,17,r,2018,spring,"['Action', 'Historical', 'Martial Arts']",['Polygon Pictures']
3889,Junk Boy,3573,finished_airing,ova,1,5.88,manga,7699,6228,17,r+,1987,fall,"['Comedy', 'Ecchi', 'Romance']",['Madhouse']
41521,WIXOSS Diva(A)Live,2765,finished_airing,tv,12,5.6,card_game,9309,5754,17,pg_13,2021,winter,['Strategy Game'],['J.C.Staff']
818,Sakura Tsuushin,5147,finished_airing,ova,12,6.17,manga,13057,5039,17,r+,1997,spring,"['Comedy', 'Drama', 'Love Polygon', 'Romance', 'Slice of Life']",['Shaft']
5427,Ikusa Otome Valkyrie 2,1797,finished_airing,ova,3,6.49,visual_novel,5388,7168,17,rx,2008,summer,"['Fantasy', 'Hentai', 'Mythology', 'Supernatural']",['T-Rex']
2357,Kojin Taxi,2045,finished_airing,ova,5,6.11,visual_novel,5222,7263,17,rx,2002,spring,['Hentai'],['Studio Jam']
38453,Natural Vacation The Animation,1943,finished_airing,ova,1,6.86,visual_novel,5009,7404,17,rx,2018,fall,['Hentai'],['T-Rex']
51773,KJ File,1,not_yet_aired,tv,,,original,2975,8852,17,,2022,summer,"['Action', 'Sci-Fi']","['ILCA', 'yell']"
1342,Violence Jack: Jigoku Gai-hen,4863,finished_airing,ova,1,5.54,manga,9735,5648,17,r+,1988,fall,"['Action', 'Drama', 'Gore', 'Horror']",['Studio 88']
32574,Kekkai Sensen: Ousama no Restaurant no Ousama,17873,finished_airing,ova,1,7.38,manga,38130,3094,17,r,2016,spring,"['Action', 'Comedy', 'Fantasy', 'Shounen', 'Super Power', 'Supernatural']",['Bones']
577,Kagi Hime Monogatari: Eikyuu Alice Rondo,2453,finished_airing,tv,13,6.17,manga,7979,6127,17,pg_13,2006,winter,"['Fantasy', 'Mahou Shoujo']","['Trinet Entertainment', 'Picture Magic']"
48450,Toilet no Hanako-san vs Kukkyou Taimashi,2318,finished_airing,ova,4,6.47,other,4928,7474,17,rx,2021,winter,['Hentai'],['Suzuki Mirano']
18499,Yozakura Quartet: Tsuki ni Naku,10029,finished_airing,ova,3,7.48,manga,27277,3672,17,pg_13,2013,fall,"['Action', 'Comedy', 'Shounen', 'Super Power', 'Supernatural']",['Tatsunoko Production']
20035,Toaru Majutsu no Index-tan Movie: Endymion no Kiseki - Ga Attari Nakattari,9856,finished_airing,special,1,7.08,,23346,3949,17,pg_13,2013,summer,"['Action', 'Sci-Fi', 'Super Power']",['J.C.Staff']
33859,Chicken Papa,1395,finished_airing,ona,1,4.32,original,1977,9947,17,g,2010,winter,['Comedy'],
36419,Katsugeki/Touken Ranbu Movie,,not_yet_aired,movie,1,,game,8648,5949,17,,,,"['Action', 'Fantasy', 'Samurai']",
30533,Gundam Build Fighters Try: Island Wars,6181,finished_airing,special,1,6.76,original,11156,5351,17,g,2016,summer,"['Action', 'Mecha', 'Sci-Fi']",['Sunrise']
9545,Elf Hime Nina,2139,finished_airing,ova,3,6.38,visual_novel,5920,6919,17,rx,2010,fall,"['Fantasy', 'Hentai', 'Supernatural']",['Anime Antenna Iinkai']
17743,"Maoyuu Maou Yuusha: Kono Monogatari wa, Daniku dake Dewanai no Ja!",9061,finished_airing,special,1,6.75,novel,23390,3943,17,pg_13,2013,winter,"['Adult Cast', 'Adventure', 'Fantasy', 'Mythology', 'Romance']",['Arms']
49487,Azur Lane: Bisoku Zenshin! Hokorashiki Bokou ni Shukusai wo,1845,finished_airing,special,1,6.81,4_koma_manga,5341,7197,17,pg_13,2021,summer,"['CGDCT', 'Comedy', 'Military', 'Slice of Life']",['Yostar Pictures']
5712,Tanoshii Muumin Ikka Bouken Nikki,2625,finished_airing,tv,26,7.5,book,5841,6965,17,g,1991,fall,"['Adventure', 'Fantasy', 'Kids', 'Slice of Life']",['Telescreen']
36945,Himote House,4236,finished_airing,tv,12,5.68,original,16261,4612,17,pg_13,2018,fall,"['Comedy', 'Super Power']",['Bouncy']
16468,One Piece: Glorious Island,12638,finished_airing,special,2,7.18,manga,26114,3739,17,pg_13,2012,fall,"['Action', 'Adventure', 'Fantasy', 'Shounen']",['Toei Animation']
38999,Watashi ni Tenshi ga Maiorita! Special,14432,finished_airing,special,1,7.29,4_koma_manga,26907,3691,17,pg_13,2019,spring,"['Comedy', 'Girls Love', 'Slice of Life']",['Doga Kobo']
2392,Doraemon Movie 26: Nobita no Kyouryuu 2006,8478,finished_airing,movie,1,7.49,,12391,5152,17,pg,2006,winter,"['Adventure', 'Comedy', 'Kids', 'Time Travel']",['Shin-Ei Animation']
8792,Madobe Nanami no Windows 7 de PC Jisaku Ouen Commercial!!,5737,finished_airing,ova,1,6.17,other,9265,5772,17,g,2010,spring,['Comedy'],['Rising Force']
44376,Idol Land PriPara,168,currently_airing,ona,,7.15,game,1129,11373,17,pg_13,2021,summer,"['Idols (Female)', 'Music', 'Shoujo', 'Slice of Life']",
15961,Shakotan★Boogie,365,finished_airing,ova,4,6.38,manga,1580,10541,17,pg_13,1991,winter,"['Action', 'Comedy', 'Racing', 'School', 'Seinen']",['Pierrot']
36956,Jewelry The Animation,2947,finished_airing,ova,1,6.6,manga,6038,6861,17,rx,2018,winter,"['Hentai', 'Romance']",['Studio 1st']
49501,Katarina Nounai Kaigi X,508,finished_airing,ona,23,5.73,light_novel,4200,7945,17,pg_13,2021,spring,"['Comedy', 'Isekai', 'Reincarnation']",['AQUA ARIS']
1631,Koukyoushihen Eureka Seven: Kinkyuu Tokuban Navigation ray=out,4693,finished_airing,special,1,6.95,original,11943,5217,17,pg_13,2005,fall,"['Mecha', 'Sci-Fi']",['Bones']
5216,D.C.if: Da Capo if,7119,finished_airing,ova,2,7.13,visual_novel,15220,4735,17,pg_13,2008,fall,"['Drama', 'Harem', 'Romance']",['Zexcs']
609,Saishuu Heiki Kanojo: Another Love Song,7956,finished_airing,ova,2,7.08,manga,17250,4509,17,r+,2005,summer,"['Drama', 'Romance', 'Sci-Fi']",['Studio Fantasia']
13409,Moyashimon Returns,12330,finished_airing,tv,11,7.21,manga,23942,3899,17,pg_13,2012,summer,"['Comedy', 'Gourmet', 'School', 'Seinen', 'Supernatural']","['Telecom Animation Film', 'Shirogumi']"
30817,Netoraserare,1881,finished_airing,ova,2,5.51,manga,5293,7223,17,rx,2015,summer,['Hentai'],['Studio 9 Maiami']
1635,Ai Shimai 2: Futari no Kajitsu,3668,finished_airing,ova,2,6.49,visual_novel,8206,6070,17,rx,2003,winter,['Hentai'],['Actas']
5993,Samayou Midara na Lunatics,1290,finished_airing,ova,2,6.35,visual_novel,3771,8220,17,rx,2009,winter,['Hentai'],['Studio 9 Maiami']
34411,Taishou Mebiusline: Chicchai-san,3708,finished_airing,tv,12,4.73,visual_novel,11817,5237,17,pg_13,2017,fall,"['Historical', 'Supernatural']",['Studio A-CAT']
5998,Hottarake no Shima: Haruka to Mahou no Kagami,4139,finished_airing,movie,1,7.35,original,9127,5820,17,g,2009,summer,['Fantasy'],"['Production I.G', 'Polygon Pictures']"
370,Burn Up Excess,4232,finished_airing,tv,13,6.55,original,10353,5503,17,pg_13,1998,winter,"['Action', 'Adventure', 'Comedy', 'Detective', 'Ecchi', 'Sci-Fi', 'Shounen']",['Magic Bus']
38002,Asobi Asobase Specials,21469,finished_airing,special,2,7.6,manga,38875,3058,17,pg_13,2018,fall,"['Comedy', 'Gag Humor']",['Lerche']
1912,Marginal Prince: Gekkeiju no Ouji-tachi,4031,finished_airing,tv,13,5.83,visual_novel,13366,4976,17,pg_13,2006,fall,"['Boys Love', 'Romance', 'School']",['Tokyo Kids']
636,Juubee-chan 2: Siberia Yagyuu no Gyakushuu,4064,finished_airing,tv,13,6.85,original,10338,5512,17,pg_13,2004,winter,"['Adventure', 'Comedy', 'Drama', 'Martial Arts', 'Samurai', 'Shounen']",['Madhouse']
10109,Softenni,8461,finished_airing,tv,12,6.51,manga,23245,3955,17,r+,2011,spring,"['Comedy', 'Ecchi', 'School', 'Sports', 'Team Sports']",['Xebec']
5505,Viper's Creed,3980,finished_airing,tv,12,6.72,original,9751,5643,17,pg_13,2009,winter,"['Action', 'Military', 'Sci-Fi']","['AIC Spirits', 'Digital Frontier']"
40323,Gintama: Monster Strike-hen,4051,finished_airing,ona,2,7.47,manga,13272,4994,17,pg_13,2019,summer,"['Action', 'Comedy', 'Parody', 'Samurai']",['Bandai Namco Pictures']
2692,CB Chara Go Nagai World,1271,finished_airing,ova,3,6.8,,3132,8690,17,r+,1991,winter,"['Action', 'Comedy', 'Parody']",['Oh! Production']
17541,Kotowari: Kimi no Kokoro no Koboreta Kakera,2232,finished_airing,ova,2,6.52,visual_novel,6590,6630,17,rx,2013,winter,['Hentai'],['Nihikime no Dozeu']
40332,Kyochuu Rettou Movie,9282,finished_airing,movie,1,4.58,manga,19426,4277,17,r+,2020,winter,"['Gore', 'Horror', 'Survival']",['Passione']
3728,True Blue,2157,finished_airing,ova,2,5.84,visual_novel,5951,6908,17,rx,2005,winter,['Hentai'],['PoRO']
2194,Mejoku,2104,finished_airing,ova,2,6.3,visual_novel,5525,7096,17,rx,2004,fall,['Hentai'],['Y.O.U.C']
7573,Bakunyuu Bomb,1796,finished_airing,ova,3,6.14,original,4866,7511,17,rx,2009,fall,['Hentai'],['Studio Ten Carat']
24471,Hoozuki no Reitetsu OVA,6989,finished_airing,ova,4,7.85,manga,16133,4627,17,pg_13,2015,winter,"['Comedy', 'Fantasy', 'Mythology', 'Seinen', 'Supernatural']","['Studio Deen', 'Wit Studio']"
38039,Kyonyuu JK ga Ojisan Chinpo to Jupo Jupo Iyarashii Sex Shitemasu.,2089,finished_airing,ova,2,6.64,other,5421,7151,17,rx,2018,fall,['Hentai'],['T-Rex']
2200,Muteki Choujin Zanbot 3,1320,finished_airing,tv,23,6.95,original,4285,7866,17,pg_13,1977,fall,"['Action', 'Drama', 'Mecha', 'Sci-Fi', 'Shounen']",['Sunrise']
48542,Do It Yourself!!,,not_yet_aired,tv,,,original,9979,5594,17,pg_13,,,"['CGDCT', 'Comedy', 'Slice of Life']",['Pine Jam']
671,Lemon Angel Project,2819,finished_airing,tv,13,6.56,other,7968,6133,17,pg,2006,winter,"['Drama', 'Idols (Female)', 'Music']",['Radix']
49567,AWM Jixian Juji,,not_yet_aired,ona,,,novel,1179,11269,17,pg_13,,,"['Action', 'Comedy', 'Drama', 'Strategy Game']",['B.CMAY PICTURES']
47777,Toku: Touken Ranbu - Hanamaru - Setsugetsuka,19,currently_airing,movie,3,,game,3222,8612,17,pg_13,2022,spring,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Historical', 'Slice of Life']",['Doga Kobo']
49569,Xue Ying Ling Zhu 3rd Season,235,finished_airing,ona,26,7.11,web_novel,1002,11698,17,pg_13,2021,fall,"['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts', 'Romance']",['Mili Pictures']
4003,Dream Hunter Rem,1675,finished_airing,ova,4,6.2,original,6929,6497,17,r,1985,fall,"['Ecchi', 'Mystery']",['Anime R']
13219,Himesama Gentei!,3335,finished_airing,ova,2,6.81,visual_novel,8794,5905,17,rx,2012,spring,['Hentai'],['PoRO']
4004,Inda no Himekishi Janne,2339,finished_airing,ova,2,6.32,visual_novel,6856,6510,17,rx,2006,winter,"['Fantasy', 'Hentai', 'Horror']",
21415,Machine-Doll wa Kizutsukanai Specials,15642,finished_airing,special,6,6.73,light_novel,34825,3246,17,r+,2013,fall,"['Action', 'Ecchi', 'Fantasy', 'School', 'Seinen']",['Lerche']
1706,Gun Frontier,3343,finished_airing,tv,13,6.54,manga,9566,5692,17,pg_13,2002,spring,"['Action', 'Adventure', 'Drama', 'Historical', 'Sci-Fi', 'Seinen']",['Vega Entertainment']
49834,Boku ga Aishita Subete no Kimi e,2,not_yet_aired,movie,1,,novel,6752,6559,17,,2022,fall,"['Romance', 'Sci-Fi']",['Bakken Record']
30382,Aquarion Logos,6744,finished_airing,tv,26,5.72,original,21758,4078,17,pg_13,2015,summer,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Mecha', 'Romance', 'Sci-Fi']",['Satelight']
3247,Love Hina Final Selection,14597,finished_airing,ova,1,7.17,,30535,3459,17,pg_13,2001,summer,"['Comedy', 'Ecchi', 'Harem', 'Romance']",['Xebec']
1200,Gun-dou Musashi,1158,finished_airing,tv,26,5.63,original,7271,6366,17,pg_13,2006,spring,"['Adventure', 'Fantasy', 'Samurai']",['ACC Production']
36784,Hataraku Onii-san!,3073,finished_airing,tv,12,6.38,original,7592,6270,17,g,2018,winter,"['Comedy', 'Slice of Life', 'Workplace']",['Tomovies']
32691,Flowering Heart,2014,finished_airing,tv,26,6.07,original,4515,7724,17,pg,2016,winter,['Kids'],
31156,"Kuusen Madoushi Kouhosei no Kyoukan: Lecty no, Ikimonogatari",9755,finished_airing,ova,1,6.41,light_novel,22757,3996,17,pg_13,2016,winter,"['Action', 'Drama', 'Fantasy', 'School']",['Diomedéa']
49335,Torokase Orgasm The Animation,1451,finished_airing,ova,2,6.89,manga,3539,8389,17,rx,2021,summer,['Hentai'],['Pink Pineapple']
41916,You Yao,378,finished_airing,ona,12,6.95,novel,2367,9441,17,pg_13,2020,summer,['Comedy'],['Shenying Animation']
3008,Time Bokan Series: Yatterman,2126,finished_airing,tv,108,6.69,original,4706,7598,17,g,1977,winter,"['Adventure', 'Comedy', 'Mecha']",['Tatsunoko Production']
33728,Chain Chronicle: Haecceitas no Hikari Part 1,7113,finished_airing,movie,1,7.02,game,22155,4045,17,pg_13,2016,fall,"['Action', 'Adventure', 'Fantasy', 'Shounen']","['Telecom Animation Film', 'Graphinica']"
38083,Ken En Ken: Aoki Kagayaki,4758,finished_airing,tv,13,6.03,game,15667,4680,17,pg_13,2018,fall,"['Action', 'Adventure', 'Fantasy', 'Martial Arts', 'Mythology']",['Studio Deen']
5065,Detroit Metal City: Birth of the Metal Devil,12616,finished_airing,special,1,7.3,manga,22888,3985,17,r,2008,summer,"['Comedy', 'Gag Humor', 'Music', 'Parody', 'Romance']",['Studio 4°C']
1996,Full Moon wo Sagashite: Kawaii Kawaii Daibouken,4349,finished_airing,special,1,6.72,manga,9381,5736,17,g,2002,fall,"['Comedy', 'Fantasy', 'Shoujo', 'Supernatural']",['Studio Deen']
10445,Perfect Day,6637,finished_airing,music,1,7.36,original,11137,5354,17,g,2011,winter,['Music'],['Madhouse']
24273,Iinari! Saimin Kanojo,2959,finished_airing,ova,2,6.33,visual_novel,7924,6148,17,rx,2015,winter,['Hentai'],['New Generation']
49618,Shuumatsu no Walküre 2nd Season,1,not_yet_aired,unknown,,,manga,8265,6051,17,r,,,"['Action', 'Drama', 'Fantasy', 'Mythology', 'Seinen']",['Graphinica']
34771,Dynamic Chord,1884,finished_airing,tv,12,4.62,visual_novel,9227,5787,17,pg_13,2017,fall,['Music'],"['Pierrot', 'Pierrot Plus']"
14045,Mangirl!,13861,finished_airing,tv,13,5.82,manga,31007,3432,17,pg_13,2013,winter,"['CGDCT', 'Comedy', 'Otaku Culture', 'Slice of Life']",['Doga Kobo']
7135,Mahou Sensei Negima! Movie: Anime Final,6256,finished_airing,movie,1,6.76,manga,19795,4228,17,pg_13,2011,summer,"['Adventure', 'Supernatural']","['Shaft', 'Studio Pastoral']"
13283,One Off,5605,finished_airing,ova,4,6.42,original,15452,4703,17,pg_13,2012,summer,"['Iyashikei', 'Slice of Life']",['TYO Animations']
33254,Arslan Senki (TV) Gaiden,7296,finished_airing,ova,2,7.01,manga,20015,4209,17,r,2016,spring,"['Adventure', 'Fantasy', 'Historical', 'Shounen']",['LIDENFILMS']
31980,Okusama ga Seitokaichou!: Seitokaichou to Ofuro Asobi,22320,finished_airing,ova,1,6.75,manga,42010,2923,17,r+,2016,winter,"['Comedy', 'Ecchi', 'Romance', 'Shounen']",['Seven']
34028,Idol Jihen,4393,finished_airing,tv,12,5.68,original,13379,4974,17,pg_13,2017,winter,"['Idols (Female)', 'Music']","['MAPPA', 'Studio VOLN']"
1773,Hokuto no Ken: Raoh Gaiden Junai-hen,4797,finished_airing,movie,1,7.47,,10703,5447,17,r,2006,winter,"['Action', 'Adventure', 'Martial Arts']",['TMS Entertainment']
2029,Sirius no Densetsu,1675,finished_airing,movie,1,6.68,book,4883,7494,17,pg_13,1981,summer,"['Drama', 'Fantasy', 'Romance']",['Sanrio']
12015,Tiger & Bunny Movie 1: The Beginning,10121,finished_airing,movie,1,7.4,original,23674,3919,17,pg_13,2012,summer,"['Action', 'Adult Cast', 'Comedy', 'Mystery', 'Super Power']",['Sunrise']
34289,Schoolgirl Strikers: Animation Channel,5551,finished_airing,tv,13,5.72,game,19118,4317,17,pg_13,2017,winter,"['Action', 'School', 'Sci-Fi']",['J.C.Staff']
3059,Ninja Senshi Tobikage,1359,finished_airing,tv,43,6.97,original,4163,7963,17,pg_13,1985,fall,"['Adventure', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']",['Pierrot']
2293,Kyoushoku Soukou Guyver,2660,finished_airing,movie,1,6.23,,6005,6875,17,r+,1986,fall,"['Action', 'Horror', 'Sci-Fi', 'Super Power']",['Production Reed']
37879,Benghuai 3: Reburn,1393,finished_airing,special,1,6.91,game,3611,8341,17,pg_13,2017,summer,"['Action', 'Mecha']",['Dancing CG Studio']
